provider,sourceType,sourceCode,sourceDescription,canonicalConcept,conceptGroup,signalClass,severity,direction,requiresReview,canContributeToDecline,dedupeKey,narrativeKey,notes,status,displayLabel
middesk,naics_code,237990,Other Heavy and Civil Engineering Construction,business_classification_context,business,business,low,neutral,false,false,237990,,,active,Other Heavy and Civil Engineering Construction
middesk,naics_code,2381,"Foundation, Structure, and Building Exterior Contractors",business_classification_context,business,business,low,neutral,false,false,2381,,,active,"Foundation, Structure, and Building Exterior Contractors"
middesk,naics_code,2382,Building Equipment Contractors,business_classification_context,business,business,low,neutral,false,false,2382,,,active,Building Equipment Contractors
middesk,naics_code,2383,Building Finishing Contractors,business_classification_context,business,business,low,neutral,false,false,2383,,,active,Building Finishing Contractors
middesk,naics_code,2389,Other Specialty Trade Contractors,business_classification_context,business,business,low,neutral,false,false,2389,,,active,Other Specialty Trade Contractors
middesk,naics_code,31,Manufacturing,business_classification_context,business,business,low,neutral,false,false,31,,,active,Manufacturing
middesk,naics_code,3111,Animal Food Manufacturing,business_classification_context,business,business,low,neutral,false,false,3111,,,active,Animal Food Manufacturing
middesk,naics_code,311119,Other Animal Food Manufacturing,business_classification_context,business,business,low,neutral,false,false,311119,,,active,Other Animal Food Manufacturing
middesk,naics_code,3112,Grain and Oilseed Milling,business_classification_context,business,business,low,neutral,false,false,3112,,,active,Grain and Oilseed Milling
middesk,naics_code,311225,Fats and Oils Refining and Blending,business_classification_context,business,business,low,neutral,false,false,311225,,,active,Fats and Oils Refining and Blending
middesk,naics_code,3113,Sugar and Confectionery Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3113,,,active,Sugar and Confectionery Product Manufacturing
middesk,naics_code,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,business_classification_context,business,business,low,neutral,false,false,3114,,,active,Fruit and Vegetable Preserving and Specialty Food Manufacturing
middesk,naics_code,3115,Dairy Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3115,,,active,Dairy Product Manufacturing
middesk,naics_code,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",business_classification_context,business,business,low,neutral,false,false,311514,,,active,"Dry, Condensed, and Evaporated Dairy Product Manufacturing"
middesk,naics_code,3116,Animal Slaughtering and Processing,business_classification_context,business,business,low,neutral,false,false,3116,,,active,Animal Slaughtering and Processing
middesk,naics_code,3117,Seafood Product Preparation and Packaging,business_classification_context,business,business,low,neutral,false,false,3117,,,active,Seafood Product Preparation and Packaging
middesk,naics_code,3118,Bakeries and Tortilla Manufacturing,business_classification_context,business,business,low,neutral,false,false,3118,,,active,Bakeries and Tortilla Manufacturing
middesk,naics_code,3119,Other Food Manufacturing,business_classification_context,business,business,low,neutral,false,false,3119,,,active,Other Food Manufacturing
middesk,naics_code,3121,Beverage Manufacturing,business_classification_context,business,business,low,neutral,false,false,3121,,,active,Beverage Manufacturing
middesk,naics_code,312130,Wineries,business_classification_context,business,business,low,neutral,false,false,312130,,,active,Wineries
middesk,naics_code,3122,Tobacco Manufacturing,business_regulated_or_illegal,compliance,business,high,negative,true,true,3122,,,active,Tobacco Manufacturing
middesk,naics_code,312221,Cigarette Manufacturing,business_regulated_or_illegal,compliance,business,high,negative,true,true,312221,,,active,Cigarette Manufacturing
middesk,naics_code,3131,"Fiber, Yarn, and Thread Mills",business_classification_context,business,business,low,neutral,false,false,3131,,,active,"Fiber, Yarn, and Thread Mills"
middesk,naics_code,3132,Fabric Mills,business_classification_context,business,business,low,neutral,false,false,3132,,,active,Fabric Mills
middesk,naics_code,3133,Textile and Fabric Finishing and Fabric Coating Mills,business_classification_context,business,business,low,neutral,false,false,3133,,,active,Textile and Fabric Finishing and Fabric Coating Mills
middesk,naics_code,3141,Textile Furnishings Mills,business_classification_context,business,business,low,neutral,false,false,3141,,,active,Textile Furnishings Mills
middesk,naics_code,3149,Other Textile Product Mills,business_classification_context,business,business,low,neutral,false,false,3149,,,active,Other Textile Product Mills
middesk,naics_code,3151,Apparel Knitting Mills,business_classification_context,business,business,low,neutral,false,false,3151,,,active,Apparel Knitting Mills
middesk,naics_code,3152,Cut and Sew Apparel Manufacturing,business_classification_context,business,business,low,neutral,false,false,3152,,,active,Cut and Sew Apparel Manufacturing
middesk,naics_code,3159,Apparel Accessories and Other Apparel Manufacturing,business_classification_context,business,business,low,neutral,false,false,3159,,,active,Apparel Accessories and Other Apparel Manufacturing
middesk,naics_code,3161,Leather and Hide Tanning and Finishing,business_classification_context,business,business,low,neutral,false,false,3161,,,active,Leather and Hide Tanning and Finishing
middesk,naics_code,3162,Footwear Manufacturing,business_classification_context,business,business,low,neutral,false,false,3162,,,active,Footwear Manufacturing
middesk,naics_code,3169,Other Leather and Allied Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3169,,,active,Other Leather and Allied Product Manufacturing
middesk,naics_code,32,Manufacturing,business_classification_context,business,business,low,neutral,false,false,32,,,active,Manufacturing
middesk,naics_code,3211,Sawmills and Wood Preservation,business_classification_context,business,business,low,neutral,false,false,3211,,,active,Sawmills and Wood Preservation
middesk,naics_code,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",business_classification_context,business,business,low,neutral,false,false,3212,,,active,"Veneer, Plywood, and Engineered Wood Product Manufacturing"
middesk,naics_code,3219,Other Wood Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3219,,,active,Other Wood Product Manufacturing
middesk,naics_code,3221,"Pulp, Paper, and Paperboard Mills",business_classification_context,business,business,low,neutral,false,false,3221,,,active,"Pulp, Paper, and Paperboard Mills"
middesk,naics_code,3222,Converted Paper Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3222,,,active,Converted Paper Product Manufacturing
middesk,naics_code,3231,Printing and Related Support Activities,business_classification_context,business,business,low,neutral,false,false,3231,,,active,Printing and Related Support Activities
middesk,naics_code,323111,Commercial Printing (except Screen and Books),business_classification_context,business,business,low,neutral,false,false,323111,,,active,Commercial Printing (except Screen and Books)
middesk,naics_code,3241,Petroleum and Coal Products Manufacturing,business_classification_context,business,business,low,neutral,false,false,3241,,,active,Petroleum and Coal Products Manufacturing
middesk,naics_code,3251,Basic Chemical Manufacturing,business_classification_context,business,business,low,neutral,false,false,3251,,,active,Basic Chemical Manufacturing
middesk,naics_code,325110,Petrochemical Manufacturing,business_classification_context,business,business,low,neutral,false,false,325110,,,active,Petrochemical Manufacturing
middesk,naics_code,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",business_classification_context,business,business,low,neutral,false,false,3252,,,active,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing"
middesk,naics_code,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",business_classification_context,business,business,low,neutral,false,false,3253,,,active,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"
middesk,naics_code,3254,Pharmaceutical and Medicine Manufacturing,business_classification_context,business,business,low,neutral,false,false,3254,,,active,Pharmaceutical and Medicine Manufacturing
middesk,naics_code,3255,"Paint, Coating, and Adhesive Manufacturing",business_classification_context,business,business,low,neutral,false,false,3255,,,active,"Paint, Coating, and Adhesive Manufacturing"
middesk,naics_code,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",business_classification_context,business,business,low,neutral,false,false,3256,,,active,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing"
middesk,naics_code,3259,Other Chemical Product and Preparation Manufacturing,business_classification_context,business,business,low,neutral,false,false,3259,,,active,Other Chemical Product and Preparation Manufacturing
middesk,naics_code,3261,Plastics Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3261,,,active,Plastics Product Manufacturing
middesk,naics_code,3262,Rubber Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3262,,,active,Rubber Product Manufacturing
middesk,naics_code,3271,Clay Product and Refractory Manufacturing,business_classification_context,business,business,low,neutral,false,false,3271,,,active,Clay Product and Refractory Manufacturing
middesk,naics_code,3272,Glass and Glass Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3272,,,active,Glass and Glass Product Manufacturing
middesk,naics_code,3273,Cement and Concrete Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3273,,,active,Cement and Concrete Product Manufacturing
middesk,naics_code,3274,Lime and Gypsum Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3274,,,active,Lime and Gypsum Product Manufacturing
middesk,naics_code,3279,Other Nonmetallic Mineral Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3279,,,active,Other Nonmetallic Mineral Product Manufacturing
middesk,naics_code,33,Manufacturing,business_classification_context,business,business,low,neutral,false,false,33,,,active,Manufacturing
middesk,naics_code,3311,Iron and Steel Mills and Ferroalloy Manufacturing,business_classification_context,business,business,low,neutral,false,false,3311,,,active,Iron and Steel Mills and Ferroalloy Manufacturing
middesk,naics_code,3312,Steel Product Manufacturing from Purchased Steel,business_classification_context,business,business,low,neutral,false,false,3312,,,active,Steel Product Manufacturing from Purchased Steel
middesk,naics_code,3313,Alumina and Aluminum Production and Processing,business_classification_context,business,business,low,neutral,false,false,3313,,,active,Alumina and Aluminum Production and Processing
middesk,naics_code,3314,Nonferrous Metal (except Aluminum) Production and Processing,business_classification_context,business,business,low,neutral,false,false,3314,,,active,Nonferrous Metal (except Aluminum) Production and Processing
middesk,naics_code,331420,"Copper Rolling, Drawing, Extruding, and Alloying",business_classification_context,business,business,low,neutral,false,false,331420,,,active,"Copper Rolling, Drawing, Extruding, and Alloying"
middesk,naics_code,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",business_classification_context,business,business,low,neutral,false,false,331492,,,active,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
middesk,naics_code,3315,Foundries,business_classification_context,business,business,low,neutral,false,false,3315,,,active,Foundries
middesk,naics_code,3321,Forging and Stamping,business_classification_context,business,business,low,neutral,false,false,3321,,,active,Forging and Stamping
middesk,naics_code,3322,Cutlery and Handtool Manufacturing,business_classification_context,business,business,low,neutral,false,false,3322,,,active,Cutlery and Handtool Manufacturing
middesk,naics_code,3323,Architectural and Structural Metals Manufacturing,business_classification_context,business,business,low,neutral,false,false,3323,,,active,Architectural and Structural Metals Manufacturing
middesk,naics_code,3324,"Boiler, Tank, and Shipping Container Manufacturing",business_classification_context,business,business,low,neutral,false,false,3324,,,active,"Boiler, Tank, and Shipping Container Manufacturing"
middesk,naics_code,3325,Hardware Manufacturing,business_classification_context,business,business,low,neutral,false,false,3325,,,active,Hardware Manufacturing
middesk,naics_code,3326,Spring and Wire Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3326,,,active,Spring and Wire Product Manufacturing
middesk,naics_code,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",business_classification_context,business,business,low,neutral,false,false,3327,,,active,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
middesk,naics_code,3328,"Coating, Engraving, Heat Treating, and Allied Activities",business_classification_context,business,business,low,neutral,false,false,3328,,,active,"Coating, Engraving, Heat Treating, and Allied Activities"
middesk,naics_code,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",business_classification_context,business,business,low,neutral,false,false,332812,,,active,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
middesk,naics_code,3329,Other Fabricated Metal Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3329,,,active,Other Fabricated Metal Product Manufacturing
middesk,naics_code,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",business_classification_context,business,business,low,neutral,false,false,3331,,,active,"Agriculture, Construction, and Mining Machinery Manufacturing"
middesk,naics_code,3332,Industrial Machinery Manufacturing,business_classification_context,business,business,low,neutral,false,false,3332,,,active,Industrial Machinery Manufacturing
middesk,naics_code,3333,Commercial and Service Industry Machinery Manufacturing,business_classification_context,business,business,low,neutral,false,false,3333,,,active,Commercial and Service Industry Machinery Manufacturing
middesk,naics_code,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",business_classification_context,business,business,low,neutral,false,false,3334,,,active,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
middesk,naics_code,3335,Metalworking Machinery Manufacturing,business_classification_context,business,business,low,neutral,false,false,3335,,,active,Metalworking Machinery Manufacturing
middesk,naics_code,333517,Machine Tool Manufacturing,business_classification_context,business,business,low,neutral,false,false,333517,,,active,Machine Tool Manufacturing
middesk,naics_code,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",business_classification_context,business,business,low,neutral,false,false,3336,,,active,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
middesk,naics_code,3339,Other General Purpose Machinery Manufacturing,business_classification_context,business,business,low,neutral,false,false,3339,,,active,Other General Purpose Machinery Manufacturing
middesk,naics_code,3341,Computer and Peripheral Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3341,,,active,Computer and Peripheral Equipment Manufacturing
middesk,naics_code,3342,Communications Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3342,,,active,Communications Equipment Manufacturing
middesk,naics_code,3343,Audio and Video Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3343,,,active,Audio and Video Equipment Manufacturing
middesk,naics_code,3344,Semiconductor and Other Electronic Component Manufacturing,business_classification_context,business,business,low,neutral,false,false,3344,,,active,Semiconductor and Other Electronic Component Manufacturing
middesk,naics_code,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",business_classification_context,business,business,low,neutral,false,false,3345,,,active,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
middesk,naics_code,3346,Manufacturing and Reproducing Magnetic and Optical Media,business_classification_context,business,business,low,neutral,false,false,3346,,,active,Manufacturing and Reproducing Magnetic and Optical Media
middesk,naics_code,3351,Electric Lighting Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3351,,,active,Electric Lighting Equipment Manufacturing
middesk,naics_code,3352,Household Appliance Manufacturing,business_classification_context,business,business,low,neutral,false,false,3352,,,active,Household Appliance Manufacturing
middesk,naics_code,3353,Electrical Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3353,,,active,Electrical Equipment Manufacturing
middesk,naics_code,3359,Other Electrical Equipment and Component Manufacturing,business_classification_context,business,business,low,neutral,false,false,3359,,,active,Other Electrical Equipment and Component Manufacturing
middesk,naics_code,3361,Motor Vehicle Manufacturing,business_classification_context,business,business,low,neutral,false,false,3361,,,active,Motor Vehicle Manufacturing
middesk,naics_code,3362,Motor Vehicle Body and Trailer Manufacturing,business_classification_context,business,business,low,neutral,false,false,3362,,,active,Motor Vehicle Body and Trailer Manufacturing
middesk,naics_code,3363,Motor Vehicle Parts Manufacturing,business_classification_context,business,business,low,neutral,false,false,3363,,,active,Motor Vehicle Parts Manufacturing
middesk,naics_code,3364,Aerospace Product and Parts Manufacturing,business_classification_context,business,business,low,neutral,false,false,3364,,,active,Aerospace Product and Parts Manufacturing
middesk,naics_code,3365,Railroad Rolling Stock Manufacturing,business_classification_context,business,business,low,neutral,false,false,3365,,,active,Railroad Rolling Stock Manufacturing
middesk,naics_code,3366,Ship and Boat Building,business_classification_context,business,business,low,neutral,false,false,3366,,,active,Ship and Boat Building
middesk,naics_code,3369,Other Transportation Equipment Manufacturing,business_classification_context,business,business,low,neutral,false,false,3369,,,active,Other Transportation Equipment Manufacturing
middesk,naics_code,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,business_classification_context,business,business,low,neutral,false,false,3371,,,active,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
middesk,naics_code,3372,Office Furniture (including Fixtures) Manufacturing,business_classification_context,business,business,low,neutral,false,false,3372,,,active,Office Furniture (including Fixtures) Manufacturing
middesk,naics_code,3379,Other Furniture Related Product Manufacturing,business_classification_context,business,business,low,neutral,false,false,3379,,,active,Other Furniture Related Product Manufacturing
middesk,naics_code,3391,Medical Equipment and Supplies Manufacturing,business_classification_context,business,business,low,neutral,false,false,3391,,,active,Medical Equipment and Supplies Manufacturing
middesk,naics_code,3399,Other Miscellaneous Manufacturing,business_classification_context,business,business,low,neutral,false,false,3399,,,active,Other Miscellaneous Manufacturing
middesk,naics_code,42,Wholesale Trade,business_classification_context,business,business,low,neutral,false,false,42,,,active,Wholesale Trade
middesk,naics_code,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4231,,,active,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers
middesk,naics_code,4232,Furniture and Home Furnishing Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4232,,,active,Furniture and Home Furnishing Merchant Wholesalers
middesk,naics_code,4233,Lumber and Other Construction Materials Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4233,,,active,Lumber and Other Construction Materials Merchant Wholesalers
middesk,naics_code,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,423310,,,active,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
middesk,naics_code,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4234,,,active,Professional and Commercial Equipment and Supplies Merchant Wholesalers
middesk,naics_code,423420,Office Equipment Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,423420,,,active,Office Equipment Merchant Wholesalers
middesk,naics_code,423440,Other Commercial Equipment Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,423440,,,active,Other Commercial Equipment Merchant Wholesalers
middesk,naics_code,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4235,,,active,Metal and Mineral (except Petroleum) Merchant Wholesalers
middesk,naics_code,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4236,,,active,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
middesk,naics_code,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,4237,,,active,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
middesk,naics_code,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,4238,,,active,"Machinery, Equipment, and Supplies Merchant Wholesalers"
middesk,naics_code,4239,Miscellaneous Durable Goods Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4239,,,active,Miscellaneous Durable Goods Merchant Wholesalers
middesk,naics_code,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,423940,,,active,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
middesk,naics_code,4241,Paper and Paper Product Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4241,,,active,Paper and Paper Product Merchant Wholesalers
middesk,naics_code,4242,Drugs and Druggists' Sundries Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4242,,,active,Drugs and Druggists' Sundries Merchant Wholesalers
middesk,naics_code,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,4243,,,active,"Apparel, Piece Goods, and Notions Merchant Wholesalers"
middesk,naics_code,4244,Grocery and Related Product Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4244,,,active,Grocery and Related Product Merchant Wholesalers
middesk,naics_code,4245,Farm Product Raw Material Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4245,,,active,Farm Product Raw Material Merchant Wholesalers
middesk,naics_code,4246,Chemical and Allied Products Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4246,,,active,Chemical and Allied Products Merchant Wholesalers
middesk,naics_code,4247,Petroleum and Petroleum Products Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4247,,,active,Petroleum and Petroleum Products Merchant Wholesalers
middesk,naics_code,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),business_classification_context,business,business,low,neutral,false,false,424720,,,active,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
middesk,naics_code,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",business_classification_context,business,business,low,neutral,false,false,4248,,,active,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"
middesk,naics_code,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,4249,,,active,Miscellaneous Nondurable Goods Merchant Wholesalers
middesk,naics_code,424910,Farm Supplies Merchant Wholesalers,business_classification_context,business,business,low,neutral,false,false,424910,,,active,Farm Supplies Merchant Wholesalers
middesk,naics_code,4251,Wholesale Trade Agents and Brokers,business_classification_context,business,business,low,neutral,false,false,4251,,,active,Wholesale Trade Agents and Brokers
middesk,naics_code,425110,Business to Business Electronic Markets,business_classification_context,business,business,low,neutral,false,false,425110,,,active,Business to Business Electronic Markets
middesk,naics_code,425120,Wholesale Trade Agents and Brokers,business_classification_context,business,business,low,neutral,false,false,425120,,,active,Wholesale Trade Agents and Brokers
middesk,naics_code,4412,Other Motor Vehicle Dealers,business_classification_context,business,business,low,neutral,false,false,4412,,,active,Other Motor Vehicle Dealers
middesk,naics_code,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",business_classification_context,business,business,low,neutral,false,false,441228,,,active,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
middesk,naics_code,4413,"Automotive Parts, Accessories, and Tire Retailers",business_classification_context,business,business,low,neutral,false,false,4413,,,active,"Automotive Parts, Accessories, and Tire Retailers"
middesk,naics_code,4441,Building Material and Supplies Dealers,business_classification_context,business,business,low,neutral,false,false,4441,,,active,Building Material and Supplies Dealers
middesk,naics_code,4442,Lawn and Garden Equipment and Supplies Retailers,business_classification_context,business,business,low,neutral,false,false,4442,,,active,Lawn and Garden Equipment and Supplies Retailers
