reason_code_id,code,description,service_name,service_internal_name,service_id,middesk_bucket
11514,4491,Furniture and Home Furnishings Retailers,Middesk,Middesk,641,naics
11515,4492,Electronics and Appliance Retailers,Middesk,Middesk,641,naics
12060,451110,Sporting Goods Stores,Middesk,Middesk,641,naics
12059,452319,All Other General Merchandise Stores,Middesk,Middesk,641,naics
12058,453310,Used Merchandise Stores,Middesk,Middesk,641,naics
12057,453920,Art Dealers,Middesk,Middesk,641,naics
12056,453991,Tobacco Stores,Middesk,Middesk,641,naics
12055,454110,Electronic Shopping and Mail-Order Houses,Middesk,Middesk,641,naics
12054,454210,Vending Machine Operators,Middesk,Middesk,641,naics
12053,454390,Other Direct Selling Establishments,Middesk,Middesk,641,naics
11516,4551,Department Stores,Middesk,Middesk,641,naics
11517,4552,"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",Middesk,Middesk,641,naics
11518,4561,Health and Personal Care Retailers,Middesk,Middesk,641,naics
11519,4571,Gasoline Stations,Middesk,Middesk,641,naics
11520,4572,Fuel Dealers,Middesk,Middesk,641,naics
11521,4581,Clothing and Clothing Accessories Retailers,Middesk,Middesk,641,naics
12139,458110,Clothing and Clothing Accessories Retailers,Middesk,Middesk,641,naics
11523,4583,"Jewelry, Luggage, and Leather Goods Retailers",Middesk,Middesk,641,naics
11524,4591,"Sporting Goods, Hobby, and Musical Instrument Retailers",Middesk,Middesk,641,naics
11525,4592,Book Retailers and News Dealers,Middesk,Middesk,641,naics
12138,459210,Book Retailers and News Dealers,Middesk,Middesk,641,naics
11526,4593,Florists,Middesk,Middesk,641,naics
12141,459310,Florists,Middesk,Middesk,641,naics
11527,4594,"Office Supplies, Stationery, and Gift Retailers",Middesk,Middesk,641,naics
12133,459420,"Gift, Novelty, and Souvenir Retailers",Middesk,Middesk,641,naics
11528,4595,Used Merchandise Retailers,Middesk,Middesk,641,naics
11529,4599,Other Miscellaneous Retailers,Middesk,Middesk,641,naics
12140,459910,Pet and Pet Supplies Retailers,Middesk,Middesk,641,naics
11531,4811,Scheduled Air Transportation,Middesk,Middesk,641,naics
12052,481112,Scheduled Freight Air Transportation,Middesk,Middesk,641,naics
11534,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Middesk,Middesk,641,naics
11535,4832,Inland Water Transportation,Middesk,Middesk,641,naics
11536,4841,General Freight Trucking,Middesk,Middesk,641,naics
11537,4842,Specialized Freight Trucking,Middesk,Middesk,641,naics
11530,"48,49",Transportation and Warehousing,Middesk,Middesk,641,naics
11538,4851,Urban Transit Systems,Middesk,Middesk,641,naics
11539,4852,Interurban and Rural Bus Transportation,Middesk,Middesk,641,naics
11540,4853,Taxi and Limousine Service,Middesk,Middesk,641,naics
11541,4854,School and Employee Bus Transportation,Middesk,Middesk,641,naics
11542,4855,Charter Bus Industry,Middesk,Middesk,641,naics
11543,4859,Other Transit and Ground Passenger Transportation,Middesk,Middesk,641,naics
12051,485999,All Other Transit and Ground Passenger Transportation,Middesk,Middesk,641,naics
11544,4861,Pipeline Transportation of Crude Oil,Middesk,Middesk,641,naics
11545,4862,Pipeline Transportation of Natural Gas,Middesk,Middesk,641,naics
11546,4869,Other Pipeline Transportation,Middesk,Middesk,641,naics
11547,4871,"Scenic and Sightseeing Transportation, Land",Middesk,Middesk,641,naics
11548,4872,"Scenic and Sightseeing Transportation, Water",Middesk,Middesk,641,naics
11549,4879,"Scenic and Sightseeing Transportation, Other",Middesk,Middesk,641,naics
11550,4881,Support Activities for Air Transportation,Middesk,Middesk,641,naics
11551,4882,Support Activities for Rail Transportation,Middesk,Middesk,641,naics
11552,4883,Support Activities for Water Transportation,Middesk,Middesk,641,naics
11553,4884,Support Activities for Road Transportation,Middesk,Middesk,641,naics
11554,4885,Freight Transportation Arrangement,Middesk,Middesk,641,naics
12050,488510,Freight Transportation Arrangement,Middesk,Middesk,641,naics
11555,4889,Other Support Activities for Transportation,Middesk,Middesk,641,naics
12049,488999,All Other Support Activities for Transportation,Middesk,Middesk,641,naics
11556,4911,Postal Service,Middesk,Middesk,641,naics
11557,4921,Couriers and Express Delivery Services,Middesk,Middesk,641,naics
11558,4922,Local Messengers and Local Delivery,Middesk,Middesk,641,naics
11559,4931,Warehousing and Storage,Middesk,Middesk,641,naics
11560,51,Information,Middesk,Middesk,641,naics
12048,511120,Periodical Publishers,Middesk,Middesk,641,naics
12047,511210,Software Publishers,Middesk,Middesk,641,naics
11561,5121,Motion Picture and Video Industries,Middesk,Middesk,641,naics
12046,512230,Music Publishers,Middesk,Middesk,641,naics
11564,5132,Software Publishers,Middesk,Middesk,641,naics
12045,515120,Television Broadcasting,Middesk,Middesk,641,naics
11565,5161,Radio and Television Broadcasting Stations,Middesk,Middesk,641,naics
11566,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",Middesk,Middesk,641,naics
11567,5171,Wired and Wireless Telecommunications (except Satellite),Middesk,Middesk,641,naics
12044,517312,Wireless Telecommunications Carriers (except Satellite),Middesk,Middesk,641,naics
11568,5174,Satellite Telecommunications,Middesk,Middesk,641,naics
11569,5178,All Other Telecommunications,Middesk,Middesk,641,naics
12043,517919,All Other Telecommunications,Middesk,Middesk,641,naics
11570,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Middesk,Middesk,641,naics
12042,518210,"Data Processing, Hosting, and Related Services",Middesk,Middesk,641,naics
12041,519130,Internet Publishing and Broadcasting and Web Search Portals,Middesk,Middesk,641,naics
12040,519190,All Other Information Services,Middesk,Middesk,641,naics
11572,52,Finance and Insurance,Middesk,Middesk,641,naics
11574,5221,Depository Credit Intermediation,Middesk,Middesk,641,naics
12039,52211,Commercial Banking,Middesk,Middesk,641,naics
12038,522110,Commercial Banking,Middesk,Middesk,641,naics
12037,52212,Savings Institutions,Middesk,Middesk,641,naics
12036,522120,Savings Institutions,Middesk,Middesk,641,naics
12035,52213,Credit Unions,Middesk,Middesk,641,naics
12034,522130,Credit Unions,Middesk,Middesk,641,naics
12033,522190,Other Depository Credit Intermediation,Middesk,Middesk,641,naics
11575,5222,Nondepository Credit Intermediation,Middesk,Middesk,641,naics
12032,522210,Credit Card Issuing,Middesk,Middesk,641,naics
12031,522292,Real Estate Credit,Middesk,Middesk,641,naics
12030,522298,All Other Nondepository Credit Intermediation,Middesk,Middesk,641,naics
11576,5223,Activities Related to Credit Intermediation,Middesk,Middesk,641,naics
12029,522310,Mortgage and Nonmortgage Loan Brokers,Middesk,Middesk,641,naics
12028,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Middesk,Middesk,641,naics
12027,522390,Other Activities Related to Credit Intermediation,Middesk,Middesk,641,naics
12026,523110,Investment Banking and Securities Dealing,Middesk,Middesk,641,naics
12025,523120,Securities Brokerage,Middesk,Middesk,641,naics
12024,523130,Commodity Contracts Dealing,Middesk,Middesk,641,naics
12023,523140,Commodity Contracts Brokerage,Middesk,Middesk,641,naics
11578,5232,Securities and Commodity Exchanges,Middesk,Middesk,641,naics
12022,523210,Securities and Commodity Exchanges,Middesk,Middesk,641,naics
11579,5239,Other Financial Investment Activities,Middesk,Middesk,641,naics
12021,523910,Miscellaneous Intermediation,Middesk,Middesk,641,naics
12020,523920,Portfolio Management,Middesk,Middesk,641,naics
12019,523930,Investment Advice,Middesk,Middesk,641,naics
12018,523990,All Other Financial Investment Activities,Middesk,Middesk,641,naics
12017,523991,"Trust, Fiduciary, and Custody Activities",Middesk,Middesk,641,naics
12016,523999,Miscellaneous Financial Investment Activities,Middesk,Middesk,641,naics
11580,5241,Insurance Carriers,Middesk,Middesk,641,naics
12015,524113,Direct Life Insurance Carriers,Middesk,Middesk,641,naics
12014,524114,Direct Health and Medical Insurance Carriers,Middesk,Middesk,641,naics
12013,524126,Direct Property and Casualty Insurance Carriers,Middesk,Middesk,641,naics
12012,524130,Reinsurance Carriers,Middesk,Middesk,641,naics
11581,5242,"Agencies, Brokerages, and Other Insurance Related Activities",Middesk,Middesk,641,naics
12011,524210,Insurance Agencies and Brokerages,Middesk,Middesk,641,naics
12010,524292,Third Party Administration of Insurance and Pension Funds,Middesk,Middesk,641,naics
12009,524298,All Other Insurance Related Activities,Middesk,Middesk,641,naics
11583,5259,Other Investment Pools and Funds,Middesk,Middesk,641,naics
12008,525910,Open-End Investment Funds,Middesk,Middesk,641,naics
12007,525920,"Trusts, Estates, and Agency Accounts",Middesk,Middesk,641,naics
12006,525930,Real estate investment trusts,Middesk,Middesk,641,naics
12005,525990,Other Financial Vehicles,Middesk,Middesk,641,naics
11584,53,Real Estate Rental and Leasing,Middesk,Middesk,641,naics
12004,531110,Lessors of Residential Buildings and Dwellings,Middesk,Middesk,641,naics
12003,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Middesk,Middesk,641,naics
11586,5312,Offices of Real Estate Agents and Brokers,Middesk,Middesk,641,naics
12002,531210,Offices of Real Estate Agents and Brokers,Middesk,Middesk,641,naics
11587,5313,Activities Related to Real Estate,Middesk,Middesk,641,naics
12001,531311,Residential Property Managers,Middesk,Middesk,641,naics
12000,531390,Other Activities Related to Real Estate,Middesk,Middesk,641,naics
11588,5321,Automotive Equipment Rental and Leasing,Middesk,Middesk,641,naics
11589,5322,Consumer Goods Rental,Middesk,Middesk,641,naics
11999,532210,Consumer Electronics and Appliances Rental,Middesk,Middesk,641,naics
11590,5323,General Rental Centers,Middesk,Middesk,641,naics
11591,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,Middesk,Middesk,641,naics
11998,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",Middesk,Middesk,641,naics
11997,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Middesk,Middesk,641,naics
11996,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Middesk,Middesk,641,naics
11593,54,"Professional, Scientific, and Technical Services",Middesk,Middesk,641,naics
11995,54111,Offices of Lawyers,Middesk,Middesk,641,naics
11994,541110,Offices of Lawyers,Middesk,Middesk,641,naics
11993,541191,Title Abstract and Settlement Offices,Middesk,Middesk,641,naics
11992,541199,All Other Legal Services,Middesk,Middesk,641,naics
11595,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Middesk,Middesk,641,naics
11991,541211,Offices of Certified Public Accountants,Middesk,Middesk,641,naics
11990,541213,Tax Preparation Services,Middesk,Middesk,641,naics
11989,541214,Payroll Services,Middesk,Middesk,641,naics
11988,541219,Other Accounting Services,Middesk,Middesk,641,naics
11596,5413,"Architectural, Engineering, and Related Services",Middesk,Middesk,641,naics
11987,541330,Engineering Services,Middesk,Middesk,641,naics
11597,5414,Specialized Design Services,Middesk,Middesk,641,naics
11986,541430,Graphic Design Services,Middesk,Middesk,641,naics
11598,5415,Computer Systems Design and Related Services,Middesk,Middesk,641,naics
11985,541511,Custom Computer Programming Services,Middesk,Middesk,641,naics
11984,541512,Computer Systems Design Services,Middesk,Middesk,641,naics
11983,541519,Other Computer Related Services,Middesk,Middesk,641,naics
11599,5416,"Management, Scientific, and Technical Consulting Services",Middesk,Middesk,641,naics
11982,541611,Administrative Management and General Management Consulting Services,Middesk,Middesk,641,naics
11981,541612,Human Resources Consulting Services,Middesk,Middesk,641,naics
11980,541614,"Process, Physical Distribution, and Logistics Consulting Services",Middesk,Middesk,641,naics
11979,541618,Other Management Consulting Services,Middesk,Middesk,641,naics
11600,5417,Scientific Research and Development Services,Middesk,Middesk,641,naics
11978,541714,Research and Development in Biotechnology (except Nanobiotechnology),Middesk,Middesk,641,naics
11977,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",Middesk,Middesk,641,naics
11976,541720,Research and Development in the Social Sciences and Humanities,Middesk,Middesk,641,naics
11601,5418,"Advertising, Public Relations, and Related Services",Middesk,Middesk,641,naics
11975,541810,Advertising Agencies,Middesk,Middesk,641,naics
11602,5419,"Other Professional, Scientific, and Technical Services",Middesk,Middesk,641,naics
11974,541910,Marketing Research and Public Opinion Polling,Middesk,Middesk,641,naics
11973,541990,"All Other Professional, Scientific, and Technical Services",Middesk,Middesk,641,naics
11603,55,Management of Companies and Enterprises,Middesk,Middesk,641,naics
11604,55,Management of Companies and Enterprises,Middesk,Middesk,641,naics
11972,551112,Offices of Other Holding Companies,Middesk,Middesk,641,naics
